"id","text"
1375," I love the idea of the game..but... I love the show Wicked, so I was overjoyed that there was a game for it. The game is fun! But there are bugs that need to be fixed, please! The screen freezes when I try to click the gate to ask for keys and the one time it worked to send the request, it wouldn't work on my sisters end. ""With a {game} like yours, dear, there is a definish chance, if you work as you should, you'll be making good"""
1376," Very cool, very swag, I like it :)"
1377," Denise Awesome slots, very addictive"
1378," Addictive Love the fantasy angle. Great mixture of RPG and card game. Where can we buy the real decks?"
1379," Fun and very addicting!!! <f0><U+009F><U+0098><U+008E> One of my favourite games"
1380," Best Game Love the game best game in the world it's just like farm Vill"
1381," Great game This is a very fun game with lots of missions!!"
1382," Okay Most people love angry birds but its fine:)"
1383," Not happy What happened to the betting  system ? Cant bet more than 5 thousand on roulette ?? Don't waste your money , used to be the best casino ."
1384," Awesome This game is very addicting and fun!!"
1385," Nice Great and easy going game!!!"
1386," Plumbers crack Amusing fun."
1387," Love it :) Love it! Also addictive"
1388," Great game! I really enjoy playing this game and it doesn't glitch at all! Although it is really similar to temple run its still fun to play."
1389," SUBWAY TOKENS I like this game very much. However, I keep earning stars and still no new task to complete. I just updated thinking I will find the subway tokens and still nothing. I hope you guys get this game fixed soon because I enjoy playing and I don't want to get upset and delete it."
1390," Good game but....... This is a very addictive game.......right up to the point where you cannot progress any further without having to buy gems off of real money. As usual, a decent game ruined by greed."
1391," Good Dates need to be quicker. Want to get to the wedding part seems to take forever and they dates break up with you too quick so you have no chance. 

Energy should refill quicker. 

Still an addictive and good game though."
1392," Amazing but I love it cant stop playing it
But some ideas my friend and i had is maybe there could be houses u can buy and design also maybe you could like buy furniture and flooring also i think it would be amazing if you could buy a pet that could help you fight like a Dog or a horse or even mythical creatures like unicorns also the profanity glitches out for me also maybe change the landscape for seasonal stuff like during   the winter make it so the landscape is snowy during
 the fall make the trees have no leaves during the spring an  during summer make there leaves and flowers and all type of that stuff"
1393," Good Great game although energy takes to long and is used up to quick unless you pay for it"
1394," Interesting game but unplayable! Server side disconnections and the lack of a reconnect function make this game really frustrating to play."
1395," Plumber crack Plumber crack is the best I can't stop playing it once I start I can't stop it is my favorite game in the whole wide world"
1396," Best Eva Game This is the best most addictive game ever. It has challenges and missions to keep you entertained and it also keeps it fresh by changing the theme every couple of weeks. Time flies when your having fun on this game. It's better if you log into Facebook to compete against your friends. If you don't download this then your missing out, seriously!"
1397," Good Good game"
1398," Reelsteelwrb It's good but takes ages to come back on this app would be a lot better if it came on straight away"
1399," Worst app! Downloaded this app on iPhone and iPad and works on neither, fails to recognise I'm in Scotland and doesn't let me watch anything. Very frustrating. Even when trying to watch it on normal Internet it re-directs me to the app so can't watch any programmes. Very disappointing."
1400," Insane and Great! I have played since release, I'm a level 184 and have experienced it all...! Amazing game 5/5* here.
If you are also reading:
Fix issues with target lock.

New players beware: SELL EVERYTHING FOR LOTS AND BUY FOR CHEAP!"
1401," New Zealand This game is the best !! I just won the jackpot :) next update should be a New Zealand theme !!!!!!!"
1402," Awesome I LOVE this game. The graphics are SO detailed!"
1403," Amazing Different to normal games 
I am enjoying this game a lot 
It's not easy sometimes it can be quite a challenge"
1404," Slow I have a problem with this app on iphone 5 . The app shuts off !!!!!!!!!"
1405," cant connect this game is a waste ive never played it because it only says cant connect so dont get it cause its a piece of junk"
1406," Great fun This game is really loads of fun, try it- you'll be hooked!"
1407," Spinout Great time waster"
1408," Great Great fun :) lots to do not real money heavy if u can wait"
1409," IT IS A HECTIC GAME Celtic is very boring when u start but when ur as good as I am ITS HECTIIIC"
